,ID,direct_trip,number_of_adults,number_of_children,type_of_meal_plan,people_with_disabilities,class,year,month,date,repeated_guest,np_cancellations,np_not_canceled,price,status
10294,DZ10295,No,3,0,plan 1,0,Type 4,2023,5,19,No,0,0,1576.4,Not_Canceled
10295,DZ10296,No,1,1,plan 1,0,Type 1,2022,9,14,No,0,0,827.5,Canceled
10296,DZ10297,No,2,2,plan 1,0,Type 1,2023,9,8,No,0,0,1120.0,Canceled
10297,DZ10298,No,2,1,plan 2,0,Type 1,2023,6,6,No,0,0,1110.0,Canceled
10298,DZ10299,Yes,2,1,not selected,0,Type 1,2023,11,3,No,0,0,900.0,Canceled
10300,DZ10301,No,1,0,plan 1,1,Type 1,2023,8,17,No,0,0,690.0,Not_Canceled
10301,DZ10302,Yes,2,0,plan 1,0,Type 1,2023,2,4,No,0,0,680.0,Not_Canceled
10302,DZ10303,Yes,2,2,not selected,0,Type 1,2023,9,12,No,0,0,1116.5,Canceled
10303,DZ10304,Yes,2,2,not selected,0,Type 1,2023,8,17,No,0,0,1266.7,Not_Canceled
10304,DZ10305,No,2,0,not selected,0,Type 1,2023,9,14,No,0,0,1020.0,Canceled
10305,DZ10306,No,2,1,plan 2,0,Type 1,2023,10,23,No,0,0,1170.0,Canceled
10306,DZ10307,Yes,3,2,plan 1,0,Type 4,2023,10,26,No,0,0,1253.0,Canceled
10307,DZ10308,Yes,2,1,plan 1,0,Type 1,2023,10,29,No,0,0,844.7,Not_Canceled
10308,DZ10309,Yes,2,0,plan 1,0,Type 2,2023,10,29,No,0,0,837.6,Not_Canceled
10309,DZ10310,No,2,0,plan 1,1,Type 4,2023,4,15,No,0,0,1163.0,Not_Canceled
10310,DZ10311,No,2,2,plan 2,0,Type 1,2023,4,17,No,0,0,1120.0,Canceled
10311,DZ10312,No,2,2,plan 1,0,Type 1,2023,9,23,No,0,0,1321.3,Not_Canceled
10313,DZ10314,Yes,2,4,plan 1,1,Type 6,2023,8,21,No,0,0,1793.0,Canceled
10315,DZ10316,No,2,1,plan 1,1,Type 4,2022,10,15,No,0,0,1470.0,Not_Canceled
10316,DZ10317,Yes,2,0,plan 1,0,Type 1,2023,4,2,No,0,0,635.6,Not_Canceled
10317,DZ10318,No,2,1,plan 1,0,Type 1,2023,6,4,No,0,0,648.0,Canceled
10318,DZ10319,No,2,1,plan 2,0,Type 1,2022,7,1,No,0,0,1035.0,Canceled
10319,DZ10320,Yes,2,2,plan 1,0,Type 1,2023,10,25,No,0,0,929.5,Canceled
10320,DZ10321,Yes,2,1,plan 1,0,Type 2,2023,10,31,No,0,0,849.2,Not_Canceled
10321,DZ10322,No,1,2,plan 1,0,Type 1,2023,11,4,No,0,0,695.0,Not_Canceled
10322,DZ10323,Yes,2,2,plan 1,0,Type 1,2023,5,24,No,0,0,1109.0,Not_Canceled
10323,DZ10324,No,2,0,plan 1,0,Type 4,2023,9,26,No,0,0,1586.0,Canceled
10324,DZ10325,Yes,2,2,plan 1,0,Type 1,2023,10,13,No,0,0,1070.0,Not_Canceled
10325,DZ10326,No,2,0,plan 1,0,Type 1,2023,2,27,No,0,0,752.0,Not_Canceled
10326,DZ10327,Yes,2,2,plan 1,0,Type 1,2022,9,26,No,0,0,1820.0,Not_Canceled
10327,DZ10328,No,1,0,plan 1,0,Type 1,2023,4,19,No,0,0,970.0,Not_Canceled
10329,DZ10330,Yes,2,1,plan 1,0,Type 1,2023,11,28,No,0,0,920.0,Not_Canceled
10330,DZ10331,Yes,2,0,plan 1,0,Type 1,2023,4,9,No,0,0,827.5,Not_Canceled
10332,DZ10333,No,2,2,plan 1,0,Type 4,2023,4,25,No,0,0,1057.0,Not_Canceled
10333,DZ10334,Yes,1,2,plan 1,0,Type 1,2023,10,11,No,0,0,1220.0,Canceled
10334,DZ10335,No,2,1,plan 2,0,Type 1,2022,8,8,No,0,0,965.0,Canceled
10335,DZ10336,Yes,2,2,plan 1,0,Type 1,2023,9,30,No,0,0,1154.0,Canceled
10336,DZ10337,No,2,0,plan 1,0,Type 1,2022,9,21,No,0,0,1470.0,Not_Canceled
10338,DZ10339,No,1,2,plan 1,0,Type 1,2023,9,8,No,0,0,1510.0,Not_Canceled
10339,DZ10340,No,3,0,plan 1,0,Type 4,2023,12,24,No,0,0,1210.0,Not_Canceled
10340,DZ10341,No,3,0,plan 1,0,Type 4,2023,3,28,No,0,0,1177.7,Not_Canceled
10341,DZ10342,No,2,2,plan 1,0,Type 1,2023,4,8,No,0,0,908.3,Not_Canceled
10344,DZ10345,No,3,1,plan 1,0,Type 4,2023,9,1,No,0,0,1442.0,Not_Canceled
10345,DZ10346,Yes,2,2,plan 1,0,Type 4,2023,12,31,No,0,0,1202.0,Not_Canceled
10346,DZ10347,No,2,0,not selected,0,Type 1,2023,4,3,No,0,0,910.0,Canceled
10347,DZ10348,No,2,2,not selected,0,Type 1,2023,7,14,No,0,0,965.0,Not_Canceled
10348,DZ10349,No,2,2,plan 1,0,Type 1,2022,12,31,No,0,0,1200.0,Not_Canceled
10349,DZ10350,Yes,2,2,plan 1,0,Type 1,2023,2,6,No,0,0,768.0,Not_Canceled
10350,DZ10351,No,2,0,not selected,0,Type 1,2022,8,10,No,0,0,830.0,Not_Canceled
10351,DZ10352,No,2,0,plan 1,0,Type 4,2023,10,5,No,0,0,1682.5,Not_Canceled
10352,DZ10353,Yes,2,0,plan 2,0,Type 1,2023,6,6,No,0,0,1170.0,Canceled
10353,DZ10354,Yes,2,0,plan 1,0,Type 1,2022,10,2,No,0,0,917.1,Not_Canceled
10355,DZ10356,Yes,2,0,plan 2,0,Type 1,2023,6,15,No,0,0,1170.0,Canceled
10356,DZ10357,Yes,2,0,not selected,0,Type 1,2023,11,28,No,0,0,812.0,Canceled
10357,DZ10358,Yes,2,0,plan 1,0,Type 1,2023,6,17,No,0,0,770.0,Canceled
10358,DZ10359,No,2,0,not selected,0,Type 1,2023,3,8,No,0,0,695.0,Canceled
10360,DZ10361,Yes,1,2,plan 1,0,Type 1,2023,1,19,No,0,0,730.0,Not_Canceled
10361,DZ10362,No,2,1,not selected,0,Type 2,2023,3,21,No,0,0,609.0,Not_Canceled
10362,DZ10363,No,1,1,plan 1,0,Type 4,2023,3,8,No,0,0,780.0,Not_Canceled
10363,DZ10364,Yes,2,2,plan 2,0,Type 1,2022,9,23,No,0,0,2266.7,Canceled
10364,DZ10365,No,3,2,plan 1,0,Type 4,2023,7,24,No,0,0,1890.0,Not_Canceled
10365,DZ10366,Yes,2,1,plan 1,0,Type 1,2023,5,13,No,0,0,970.0,Canceled
10366,DZ10367,Yes,2,1,plan 1,0,Type 1,2022,12,3,No,0,0,770.0,Not_Canceled
10367,DZ10368,No,1,1,plan 1,0,Type 1,2023,11,6,No,0,0,1539.4,Canceled
10368,DZ10369,No,2,1,not selected,0,Type 1,2023,3,16,No,0,0,755.0,Canceled
10371,DZ10372,No,2,2,plan 1,0,Type 1,2023,10,16,No,0,0,1120.0,Canceled
10372,DZ10373,No,2,2,plan 1,0,Type 1,2023,12,7,No,0,0,904.0,Not_Canceled
10373,DZ10374,No,2,0,plan 1,0,Type 6,2023,10,19,No,0,0,1706.3,Canceled
10374,DZ10375,No,2,1,plan 1,0,Type 1,2023,3,28,No,0,0,1031.5,Canceled
10375,DZ10376,Yes,1,2,plan 1,0,Type 1,2022,11,20,No,0,0,750.0,Not_Canceled
10376,DZ10377,Yes,2,2,plan 2,0,Type 1,2022,10,16,No,0,0,1035.0,Canceled
10377,DZ10378,No,2,1,plan 1,0,Type 4,2023,3,24,No,0,0,1374.5,Not_Canceled
10378,DZ10379,Yes,2,1,plan 1,0,Type 5,2023,8,24,No,0,0,1182.8,Canceled
10379,DZ10380,No,2,1,plan 1,0,Type 1,2023,5,19,No,0,0,820.0,Canceled
10380,DZ10381,No,2,0,not selected,0,Type 1,2023,2,15,No,0,0,695.0,Canceled
10381,DZ10382,Yes,2,0,plan 1,0,Type 1,2023,10,20,No,0,0,929.5,Canceled
10382,DZ10383,No,1,1,plan 1,0,Type 4,2023,6,14,No,0,0,1104.2,Not_Canceled
10383,DZ10384,No,1,1,plan 1,0,Type 1,2023,12,29,No,0,0,720.0,Not_Canceled
10384,DZ10385,No,2,0,plan 1,0,Type 1,2022,10,30,No,0,0,670.0,Canceled
10385,DZ10386,No,2,0,plan 1,0,Type 4,2023,9,29,No,0,0,1415.0,Canceled
10386,DZ10387,Yes,2,1,plan 2,0,Type 1,2022,9,12,No,0,0,989.0,Not_Canceled
10387,DZ10388,Yes,2,0,plan 1,0,Type 4,2023,8,24,No,0,0,1352.0,Canceled
10388,DZ10389,Yes,2,0,plan 1,0,Type 1,2023,8,22,No,0,0,744.2,Not_Canceled
10390,DZ10391,No,1,0,plan 1,0,Type 1,2023,10,16,No,0,0,1493.3000000000002,Not_Canceled
10391,DZ10392,Yes,1,2,not selected,0,Type 1,2023,12,29,No,0,0,1220.0,Not_Canceled
10392,DZ10393,No,1,1,plan 1,0,Type 1,2023,10,5,Yes,0,1,970.0,Not_Canceled
10393,DZ10394,Yes,1,2,plan 1,0,Type 1,2023,10,19,No,0,0,1520.0,Not_Canceled
10394,DZ10395,Yes,3,1,plan 1,0,Type 4,2023,7,28,No,0,0,1363.0,Canceled
10395,DZ10396,Yes,2,2,plan 1,0,Type 2,2023,12,28,No,0,0,1505.8000000000002,Canceled
10396,DZ10397,Yes,1,0,plan 1,0,Type 1,2023,6,6,No,0,0,1120.0,Not_Canceled
10397,DZ10398,No,2,0,not selected,0,Type 1,2023,5,23,No,0,0,1181.0,Not_Canceled
10399,DZ10400,No,2,1,not selected,0,Type 1,2023,4,23,No,0,0,861.5,Canceled
10400,DZ10401,No,2,2,plan 2,0,Type 1,2022,8,14,No,0,0,1035.0,Not_Canceled
10401,DZ10402,Yes,2,1,plan 1,0,Type 1,2022,12,30,No,0,0,690.0,Not_Canceled
10402,DZ10403,Yes,3,0,plan 1,0,Type 1,2023,7,18,No,0,0,1520.0,Not_Canceled
10403,DZ10404,No,2,0,plan 1,0,Type 1,2023,9,7,No,0,0,1001.0,Not_Canceled
10404,DZ10405,No,1,0,not selected,0,Type 1,2023,3,3,No,0,0,910.0,Not_Canceled
10405,DZ10406,Yes,2,0,not selected,0,Type 1,2023,3,21,No,0,0,910.0,Not_Canceled
10406,DZ10407,No,2,1,plan 1,0,Type 1,2023,12,7,No,0,0,759.5,Not_Canceled
10407,DZ10408,No,3,1,plan 1,0,Type 4,2023,8,6,No,0,0,1703.0,Canceled
10409,DZ10410,No,2,1,not selected,0,Type 1,2023,3,11,No,0,0,695.0,Not_Canceled
10410,DZ10411,Yes,2,0,plan 1,1,Type 1,2023,2,7,No,0,0,1040.0,Not_Canceled
10411,DZ10412,No,2,2,plan 2,0,Type 1,2022,8,15,No,0,0,965.0,Canceled
10412,DZ10413,Yes,2,2,not selected,0,Type 1,2023,4,8,No,0,0,965.0,Not_Canceled
10414,DZ10415,Yes,2,1,plan 2,0,Type 1,2023,9,13,No,0,0,1170.0,Canceled
10415,DZ10416,No,2,1,plan 1,0,Type 1,2023,11,3,No,0,0,910.0,Canceled
10416,DZ10417,No,2,1,plan 1,0,Type 1,2023,3,9,No,0,0,839.0,Canceled
10417,DZ10418,No,2,1,plan 1,0,Type 1,2023,7,8,No,0,0,1163.0,Not_Canceled
10418,DZ10419,No,1,0,plan 1,0,Type 1,2023,6,14,No,0,0,1220.0,Not_Canceled
10419,DZ10420,Yes,2,0,plan 1,0,Type 1,2022,7,4,No,0,0,785.0,Canceled
10420,DZ10421,Yes,3,0,plan 1,0,Type 4,2023,3,12,No,0,0,1163.0,Canceled
10422,DZ10423,No,2,2,not selected,0,Type 1,2023,3,21,No,0,0,910.0,Not_Canceled
10423,DZ10424,No,1,0,plan 1,0,Type 1,2023,5,20,No,0,0,1630.0,Not_Canceled
10425,DZ10426,No,2,1,plan 1,0,Type 1,2023,9,11,No,0,0,1120.0,Not_Canceled
10426,DZ10427,Yes,2,0,plan 1,0,Type 1,2023,5,9,No,0,0,970.0,Not_Canceled
10427,DZ10428,Yes,1,1,plan 1,0,Type 1,2023,2,28,No,0,0,620.0,Canceled
10430,DZ10431,Yes,2,2,plan 1,0,Type 1,2023,1,14,No,0,0,620.0,Not_Canceled
10431,DZ10432,Yes,1,1,plan 1,0,Type 1,2023,6,24,No,0,0,970.0,Not_Canceled
10432,DZ10433,Yes,2,2,plan 1,1,Type 1,2023,4,30,No,0,0,1254.5,Not_Canceled
10433,DZ10434,Yes,2,2,plan 2,0,Type 1,2023,6,15,No,0,0,1170.0,Canceled
10434,DZ10435,Yes,2,2,plan 1,0,Type 1,2023,2,11,No,0,0,1110.0,Not_Canceled
10435,DZ10436,Yes,2,1,plan 1,0,Type 1,2023,8,24,No,0,0,1013.0,Canceled
10436,DZ10437,No,2,1,plan 1,0,Type 1,2023,12,2,No,0,0,956.0,Not_Canceled
10437,DZ10438,Yes,2,1,plan 1,0,Type 1,2023,5,17,No,0,0,1289.0,Not_Canceled
10438,DZ10439,No,3,0,plan 1,0,Type 4,2023,8,30,No,0,0,1409.0,Canceled
10439,DZ10440,No,2,4,plan 1,0,Type 6,2023,5,14,No,0,0,2230.0,Canceled
10440,DZ10441,Yes,2,1,plan 2,0,Type 1,2023,6,15,No,0,0,1170.0,Canceled
10441,DZ10442,Yes,1,2,plan 1,0,Type 1,2022,10,2,No,0,0,1020.0,Not_Canceled
10442,DZ10443,No,2,2,plan 1,0,Type 1,2023,11,19,No,0,0,904.0,Not_Canceled
10443,DZ10444,No,2,1,plan 1,0,Type 1,2023,9,28,No,0,0,1035.1999999999998,Not_Canceled
10444,DZ10445,No,2,2,plan 1,0,Type 1,2022,9,15,No,0,0,628.3,Not_Canceled
10446,DZ10447,Yes,2,1,plan 2,0,Type 4,2023,5,9,No,0,0,1810.0,Not_Canceled
10447,DZ10448,No,2,1,plan 1,0,Type 1,2023,8,12,No,0,0,1199.0,Not_Canceled
10448,DZ10449,Yes,2,2,plan 1,0,Type 1,2023,4,5,No,0,0,1014.5,Not_Canceled
10449,DZ10450,Yes,2,2,plan 1,0,Type 1,2023,5,28,No,0,0,1630.0,Not_Canceled
10450,DZ10451,Yes,1,0,plan 1,0,Type 1,2023,5,22,No,0,0,1370.0,Canceled
10451,DZ10452,No,1,2,plan 1,0,Type 1,2023,10,15,No,0,0,1170.0,Canceled
10452,DZ10453,Yes,1,0,plan 1,0,Type 1,2023,3,2,No,0,0,940.0,Not_Canceled
10453,DZ10454,No,2,1,plan 1,0,Type 1,2022,9,10,No,0,0,1656.3,Not_Canceled
10454,DZ10455,No,2,2,plan 1,0,Type 1,2022,10,9,No,0,0,1660.0,Not_Canceled
10455,DZ10456,Yes,2,0,not selected,0,Type 1,2023,9,17,No,0,0,1610.0,Canceled
10456,DZ10457,No,1,2,plan 1,0,Type 1,2023,11,3,No,0,0,770.0,Not_Canceled
10457,DZ10458,Yes,2,1,plan 1,0,Type 1,2023,10,15,No,0,0,1190.5,Not_Canceled
10458,DZ10459,Yes,2,2,plan 1,0,Type 1,2023,8,22,No,0,0,1242.2,Not_Canceled
10459,DZ10460,No,2,1,plan 1,0,Type 1,2023,10,17,No,0,0,1620.0,Not_Canceled
10460,DZ10461,Yes,1,2,plan 1,0,Type 1,2023,11,1,No,0,0,1120.0,Canceled
10461,DZ10462,No,2,2,plan 1,0,Type 4,2023,4,21,No,0,0,1208.0,Not_Canceled
10462,DZ10463,Yes,2,1,plan 1,0,Type 1,2023,10,4,No,0,0,1496.6999999999998,Not_Canceled
10463,DZ10464,Yes,2,2,plan 1,0,Type 2,2023,7,7,No,0,0,887.5,Canceled
10464,DZ10465,No,2,2,not selected,0,Type 1,2023,3,25,No,0,0,648.0,Not_Canceled
10465,DZ10466,No,3,0,plan 2,0,Type 1,2023,9,17,No,0,0,2150.0,Canceled
10466,DZ10467,Yes,2,1,plan 1,0,Type 1,2023,10,8,No,0,0,1208.0,Canceled
10467,DZ10468,No,2,2,plan 2,0,Type 1,2023,12,3,No,0,0,1227.0,Not_Canceled
10469,DZ10470,Yes,2,3,plan 1,0,Type 1,2023,8,20,No,0,0,1361.0,Not_Canceled
10470,DZ10471,No,2,1,plan 1,0,Type 4,2023,8,19,No,0,0,844.5,Canceled
10471,DZ10472,No,2,2,plan 1,0,Type 1,2023,6,16,No,0,0,980.0,Canceled
10472,DZ10473,Yes,2,0,plan 1,0,Type 1,2023,7,27,No,0,0,685.3,Not_Canceled
10473,DZ10474,Yes,1,1,plan 2,0,Type 1,2023,10,14,No,0,0,920.0,Not_Canceled
10474,DZ10475,No,2,2,plan 1,0,Type 1,2023,7,9,No,0,0,1111.6,Not_Canceled
10475,DZ10476,No,1,2,not selected,0,Type 1,2023,3,19,No,0,0,990.0,Canceled
10477,DZ10478,Yes,1,1,plan 1,0,Type 1,2022,8,19,No,0,0,20.0,Not_Canceled
10478,DZ10479,No,2,2,not selected,0,Type 1,2023,8,29,No,0,0,1010.0,Not_Canceled
10479,DZ10480,No,2,2,plan 1,0,Type 1,2023,2,23,No,0,0,740.6999999999999,Not_Canceled
10481,DZ10482,No,2,0,not selected,0,Type 1,2022,10,22,No,0,0,1160.0,Not_Canceled
10482,DZ10483,Yes,1,2,plan 1,0,Type 1,2023,11,19,No,0,0,817.5,Not_Canceled
10483,DZ10484,Yes,2,1,plan 1,0,Type 1,2022,9,26,No,0,0,2020.0,Not_Canceled
10484,DZ10485,No,2,1,plan 1,0,Type 1,2023,2,17,No,0,0,680.0,Not_Canceled
10485,DZ10486,No,2,0,plan 1,0,Type 1,2022,9,29,No,0,0,670.0,Not_Canceled
10486,DZ10487,Yes,2,1,plan 1,0,Type 1,2023,6,26,No,0,0,983.0,Not_Canceled
10487,DZ10488,Yes,2,2,plan 1,0,Type 1,2023,4,27,No,0,0,1151.0,Canceled
10488,DZ10489,No,2,0,plan 2,0,Type 4,2023,10,15,No,0,0,1757.0,Not_Canceled
10489,DZ10490,No,2,0,plan 2,0,Type 4,2023,12,25,No,0,0,1540.0,Canceled
10490,DZ10491,No,2,1,not selected,0,Type 1,2023,12,2,No,0,0,768.0,Not_Canceled
10491,DZ10492,No,2,1,plan 1,0,Type 4,2022,10,6,No,0,0,1380.0,Not_Canceled
10492,DZ10493,No,2,1,plan 1,0,Type 1,2023,4,8,No,0,0,1210.0,Not_Canceled
10493,DZ10494,Yes,2,1,plan 1,0,Type 1,2023,7,25,No,0,0,1630.0,Not_Canceled
10494,DZ10495,Yes,1,2,plan 1,0,Type 1,2023,2,24,No,0,0,870.0,Not_Canceled
10495,DZ10496,Yes,2,1,plan 1,0,Type 1,2023,7,27,No,0,0,1235.0,Canceled
10497,DZ10498,No,3,1,plan 1,0,Type 4,2023,6,13,No,0,0,1524.5,Not_Canceled
10498,DZ10499,Yes,2,0,not selected,0,Type 1,2023,11,26,No,0,0,812.0,Canceled
10499,DZ10500,Yes,2,2,not selected,0,Type 1,2023,9,23,No,0,0,983.3,Not_Canceled
10500,DZ10501,No,2,2,plan 2,0,Type 1,2023,3,28,No,0,0,1127.5,Not_Canceled
10501,DZ10502,No,2,2,plan 1,0,Type 1,2023,9,22,No,0,0,1183.3,Canceled
10502,DZ10503,Yes,3,2,plan 1,0,Type 4,2023,11,16,No,0,0,1329.0,Not_Canceled
10503,DZ10504,Yes,1,1,plan 1,0,Type 1,2023,2,1,Yes,0,9,690.0,Not_Canceled
10505,DZ10506,No,1,1,not selected,0,Type 1,2023,11,15,No,0,0,505.0,Not_Canceled
10507,DZ10508,No,2,0,plan 2,0,Type 1,2023,9,12,No,0,0,1541.5,Canceled
10508,DZ10509,No,2,2,plan 1,0,Type 6,2023,12,26,No,0,0,1760.0,Not_Canceled
10509,DZ10510,No,2,0,plan 1,0,Type 1,2023,5,29,No,0,0,1163.0,Canceled
10510,DZ10511,No,2,1,plan 1,0,Type 1,2023,8,30,No,0,0,1240.0,Not_Canceled
10511,DZ10512,No,2,1,plan 2,0,Type 1,2023,10,25,No,0,0,1047.6,Canceled
10512,DZ10513,No,2,1,plan 1,0,Type 1,2023,7,28,No,0,0,983.0,Canceled
10513,DZ10514,No,2,0,not selected,0,Type 1,2023,4,3,No,0,0,785.0,Not_Canceled
10514,DZ10515,Yes,2,1,plan 1,0,Type 1,2023,11,7,No,0,0,1739.0,Not_Canceled
10515,DZ10516,No,3,1,plan 1,0,Type 1,2023,8,13,No,0,0,1393.4,Canceled
10516,DZ10517,No,1,1,plan 1,0,Type 1,2023,5,10,No,0,0,965.0,Not_Canceled
10517,DZ10518,No,2,3,plan 1,0,Type 4,2023,8,20,No,0,0,1673.0,Not_Canceled
10518,DZ10519,No,3,0,plan 2,0,Type 4,2023,8,22,No,0,0,1910.0,Canceled
10519,DZ10520,No,2,0,plan 2,0,Type 1,2023,8,18,No,0,0,1170.0,Canceled
10520,DZ10521,Yes,1,0,plan 1,0,Type 1,2022,10,2,No,0,0,1020.0,Canceled
10521,DZ10522,Yes,1,0,plan 1,0,Type 1,2023,10,13,No,0,0,970.0,Not_Canceled
10522,DZ10523,Yes,2,0,plan 1,0,Type 1,2023,1,24,No,0,0,609.4,Not_Canceled
10523,DZ10524,No,2,0,plan 1,0,Type 1,2023,3,13,No,0,0,876.7,Not_Canceled
10524,DZ10525,Yes,1,2,plan 1,0,Type 1,2023,7,1,No,0,0,770.0,Canceled
10525,DZ10526,Yes,2,1,plan 1,0,Type 1,2022,10,16,No,0,0,500.0,Not_Canceled
10526,DZ10527,Yes,2,2,plan 2,0,Type 1,2022,8,14,No,0,0,1110.0,Not_Canceled
10527,DZ10528,No,2,0,plan 1,0,Type 1,2022,10,8,No,0,0,747.5,Not_Canceled
10528,DZ10529,No,1,0,plan 1,0,Type 1,2023,10,4,No,0,0,820.0,Canceled
10529,DZ10530,Yes,2,1,plan 1,0,Type 1,2023,11,13,No,0,0,904.0,Not_Canceled
10530,DZ10531,No,2,0,plan 1,0,Type 1,2023,11,13,No,0,0,930.0,Not_Canceled
10531,DZ10532,Yes,2,1,plan 1,0,Type 4,2023,8,31,No,0,0,1253.0,Not_Canceled
10532,DZ10533,No,2,1,plan 1,0,Type 4,2023,9,18,No,0,0,1960.0,Not_Canceled
10533,DZ10534,Yes,2,0,plan 2,0,Type 2,2022,7,23,No,0,0,1002.0,Not_Canceled
10534,DZ10535,Yes,2,1,plan 1,0,Type 4,2023,4,22,No,0,0,929.5,Not_Canceled
10535,DZ10536,Yes,2,0,plan 2,0,Type 1,2023,6,15,No,0,0,1170.0,Canceled
10536,DZ10537,No,2,0,plan 1,0,Type 1,2023,5,5,No,0,0,1073.0,Canceled
10537,DZ10538,No,2,2,plan 1,0,Type 1,2023,8,15,No,0,0,1430.0,Not_Canceled
10538,DZ10539,No,3,2,plan 1,0,Type 7,2023,4,15,No,0,0,2050.2,Not_Canceled
10539,DZ10540,Yes,2,1,plan 1,0,Type 1,2022,9,1,No,0,0,1070.0,Not_Canceled
10540,DZ10541,Yes,2,2,plan 1,0,Type 4,2023,12,25,No,0,0,972.0,Not_Canceled
10541,DZ10542,No,2,2,plan 1,0,Type 4,2023,8,5,No,0,0,1457.0,Not_Canceled
10542,DZ10543,Yes,2,2,plan 1,1,Type 4,2023,11,20,No,0,0,20.0,Not_Canceled
10543,DZ10544,No,2,2,plan 1,0,Type 1,2023,11,5,No,0,0,1320.0,Canceled
10546,DZ10547,No,1,2,plan 1,0,Type 1,2023,2,28,No,0,0,780.0,Not_Canceled
10547,DZ10548,No,3,1,plan 1,0,Type 4,2023,9,6,No,0,0,1703.0,Not_Canceled
10548,DZ10549,No,1,1,not selected,0,Type 1,2023,12,7,No,0,0,812.0,Canceled
10549,DZ10550,No,1,1,plan 1,0,Type 1,2022,9,1,No,0,0,970.0,Not_Canceled
10550,DZ10551,Yes,2,0,plan 2,0,Type 1,2023,1,2,No,0,0,1030.0,Not_Canceled
10551,DZ10552,Yes,2,0,plan 1,0,Type 1,2023,10,7,No,0,0,1109.0,Not_Canceled
10552,DZ10553,No,1,2,plan 1,0,Type 1,2023,10,16,No,0,0,1091.0,Canceled
10553,DZ10554,No,2,1,plan 1,0,Type 1,2022,8,27,No,0,0,1240.0,Not_Canceled
10554,DZ10555,No,2,1,not selected,0,Type 1,2023,8,20,No,0,0,1410.0,Not_Canceled
10555,DZ10556,No,2,2,plan 1,0,Type 1,2023,3,29,No,0,0,770.0,Not_Canceled
10556,DZ10557,Yes,1,2,plan 1,0,Type 1,2022,9,14,No,0,0,670.0,Not_Canceled
10557,DZ10558,No,1,1,plan 1,0,Type 1,2023,10,22,No,0,0,670.0,Not_Canceled
10558,DZ10559,No,2,0,plan 1,0,Type 1,2023,12,10,No,0,0,915.9,Not_Canceled
10559,DZ10560,No,1,0,plan 1,0,Type 1,2022,8,11,No,0,0,1160.0,Not_Canceled
10560,DZ10561,Yes,3,1,plan 1,0,Type 4,2023,10,21,No,0,0,1235.5,Canceled
10561,DZ10562,No,2,0,plan 1,0,Type 1,2022,10,10,No,0,0,786.7,Not_Canceled
10562,DZ10563,Yes,1,2,plan 1,0,Type 1,2023,11,1,No,0,0,1120.0,Canceled
10563,DZ10564,Yes,1,0,plan 1,0,Type 5,2023,11,8,No,0,0,2180.0,Canceled
10564,DZ10565,No,2,0,plan 2,0,Type 1,2023,3,28,No,0,0,1127.5,Not_Canceled
10565,DZ10566,Yes,2,0,not selected,0,Type 1,2023,11,24,No,0,0,695.0,Canceled
10566,DZ10567,No,2,2,plan 1,0,Type 6,2023,3,18,No,0,0,1644.5,Not_Canceled
10567,DZ10568,Yes,2,1,plan 1,0,Type 1,2023,3,27,No,0,0,570.0,Not_Canceled
10568,DZ10569,No,2,0,plan 1,0,Type 4,2023,3,26,No,0,0,1155.0,Not_Canceled
10569,DZ10570,Yes,1,0,plan 1,0,Type 1,2023,6,16,Yes,0,1,970.0,Not_Canceled
10570,DZ10571,Yes,2,2,plan 1,0,Type 1,2023,2,25,No,0,0,640.0,Not_Canceled
10571,DZ10572,Yes,3,1,plan 1,0,Type 4,2023,10,9,No,0,0,1532.0,Canceled
10573,DZ10574,No,2,1,plan 1,0,Type 1,2023,4,12,No,0,0,648.6,Not_Canceled
10574,DZ10575,No,2,0,plan 1,0,Type 1,2023,5,19,No,0,0,820.0,Canceled
10575,DZ10576,No,2,1,plan 2,0,Type 2,2023,3,25,No,0,0,1320.0,Canceled
10576,DZ10577,No,2,1,plan 1,0,Type 1,2022,8,7,No,0,0,1000.0,Canceled
10577,DZ10578,No,2,2,plan 1,0,Type 4,2023,5,20,No,0,0,1580.0,Canceled
10578,DZ10579,No,2,0,plan 1,0,Type 1,2023,10,30,Yes,1,5,20.0,Not_Canceled
10579,DZ10580,Yes,2,0,plan 1,0,Type 4,2023,1,27,No,0,0,906.3,Not_Canceled
10580,DZ10581,Yes,2,1,not selected,0,Type 1,2023,4,17,No,0,0,920.0,Not_Canceled
10581,DZ10582,Yes,2,2,plan 2,0,Type 6,2023,2,14,No,0,0,2320.0,Canceled
10582,DZ10583,Yes,2,2,plan 1,0,Type 1,2023,8,5,No,0,0,1223.0,Canceled
10583,DZ10584,No,2,2,plan 1,0,Type 4,2023,6,18,No,0,0,983.0,Not_Canceled
10584,DZ10585,No,2,1,plan 1,0,Type 1,2023,2,3,No,0,0,823.0,Not_Canceled
10585,DZ10586,No,2,1,not selected,0,Type 1,2023,9,6,No,0,0,919.1,Canceled
10586,DZ10587,Yes,1,0,plan 1,0,Type 1,2023,11,18,No,0,0,789.3000000000001,Canceled
10587,DZ10588,Yes,1,0,plan 1,0,Type 1,2022,10,19,No,0,0,1310.0,Not_Canceled
10588,DZ10589,Yes,1,2,plan 1,0,Type 6,2023,5,16,No,0,0,1898.5,Canceled
